#HELPS

-1 OLC EDIT~
~
0 BLANK~
Syntax: blank

BLANK toggles existance of a blank before your prompt.

See CONFIGURE to find out which toggle is on and which is off.
~
0 BRIEF~
Syntax: brief

BRIEF toggles whether or not you automatically see verbose descriptions
of rooms when you enter them.

See CONFIGURE to find out which toggle is on and which is off.
~
0 COMBINE~
Syntax: combine

COMBINE toggles your seeing combined format of identical items
in the room.

See CONFIGURE to find out which toggle is on and which is off.
~
0 CHANNEL CHANNELS~
Syntax: channels
Syntax: channels +<channel>
Syntax: channels -<channel>

With no options, CHANNELS shows you your current channels.  With a plus or
minus sign and an option, CHANNELS turns that channel on or off.
~
0 DESCRIPTION~
Syntax: description <string>
Syntax: description + <string>
 
Sets your personal description. That is, the description that players will see
when they "look" at you. If the description string starts with a '+', the part
after the '+' is appended to your currect description, so that you can make
multi-line descriptions. Of course, the easiest way to make your description
is to simply type DESCRIPTION which will take you into append mode (exactly
the same as writing a note, see HELP NOTE) and you can format your text,
delete lines, insert lines etc. Typing '.h' on a new line in append mode will
give you the help file for append commands.
~
0 PASSWORD~
Syntax: password <old-password> <new-password>

PASSWORD changes your character's password.  The first argument must be
your old password.  The second argument is your new password.

The PASSWORD command is protected against being snooped or logged.
~
-1 PROMPT~
&WSyntax: prompt
&WSyntax: &Bprompt all
&WSyntax: &Bprompt <%*>

&WPROMPT with out an argument will turn your prompt on or off.

&WPROMPT ALL will give you the standard "<hits mana moves>" prompt.

&WPROMPT <%*> where the %* are the various variables you may set
yourself.

&WExample:  &BPROMPT <%hhp %mm %vmv>
        &WWill set your prompt to "&w<10hp 100m 100mv>&W"

&BPrompt varables:
        &W%h :  &YDisplay your current hits
        &W%H :  &YDisplay your maximum hits
        &W%m :  &YDisplay your current mana
        &W%M :  &YDisplay your maximum mana
        &W%v :  &YDisplay your current moves
        &W%V :  &YDisplay your maximum moves
        &W%x :  &YDisplay your current experience
        &W%X :  &YDisplay experience needed to level
        &W%g :  &YDisplay your gold held
        &W%a :  &YDisplay your alignment
        &W%r :  &YDisplay the room name you are in
        &W%% :  &YDisplay a %
        &W%c :  &YDisplay the olc editor you are in
        &W%C :  &YDisplay the vnum you are currenlty editing
        &W%l :  &YDisplay if you are wizinvis or not
        &W%d :  &YDisplay if you are cloaked or not
        &W%R :  &YDisplay the vnum you are in &R(IMMORTAL ONLY)
        &W%z :  &YDisplay the area name you are in &R(IMMORTAL ONLY)
        &W%p :  &YDisplay percentage of memory used &R(IMMORTAL ONLY)
~
0 TITLE~
Syntax: title <string>

Sets your title to a given string.

The game supplies a title when your character is created and when you
advance a level.  You can use TITLE to set your title to something else.
~
0 WIMPY~
Syntax: wimpy
Syntax: wimpy <number>

WIMPY sets your wimpy value.  When your character takes damage that reduces
your hit points below your wimpy value, you will automatically attempt to flee.

WIMPY with no argument sets your wimpy value to 20% of your maximum hit points.

Some monsters are wimpy.
~
0 AUCTION CHAT . MUSIC QUESTION ANSWER SHOUT YELL~
Syntax: auction  <message>
Syntax: chat     <message>
Syntax: music    <message>
Syntax: question <message>
Syntax: answer   <message>
Syntax: shout    <message>
Syntax: yell     <message>

These commands send messages through communication channels to other players.

SHOUT sends a message to all awake players in the world.  To curb excessive
shouting, SHOUT imposes a three-second delay on the shouter.

AUCTION, CHAT, MUSIC, and QUESTION and ANSWER also send messages to all
interested players.  '.' is a synonym for CHAT.  The QUESTION and ANSWER
commands both use the same 'question' channel.

YELL sends a message to all awake players within your area.

You can use the CHANNELS command to hear, or not hear, any of these channels.
~
0 EMOTE , SOCIALS~
Syntax: emote <action>

EMOTE is used to express emotions or actions.  Besides EMOTE, there are
several dozen built-in social commands, such as CACKLE, HUG, and THANK.

',' is a shortcut for emote. To see a list of actions, type SOCIALS.
~
0 NOTE~
Syntax: note list
Syntax: note read
Syntax: note read    <number>
Syntax: note read    all
Syntax: note +       <message>
Syntax: note subject <string>
Syntax: note to      <to-list>
Syntax: note clear
Syntax: note send
Syntax: note show
Syntax: note post
Syntax: note remove  <number>
Syntax: note write

NOTE LIST lists notes which you can read.  NOTE READ reads one or all notes.

NOTE SUBJECT sets the subject line of a new note.  NOTE TO sets the list of
recipients.  The recipient ALL means all players, and the recipient IMMORTAL
means all immortals.  Use NOTE + to write message lines onto the note, one line
at a time.  NOTE SHOW shows your note in progress; NOTE CLEAR starts over.

NOTE POST or NOTE SEND posts your note for reading.  Posting is not automatic.

NOTE REMOVE removes the entire note if you are the sender, or just removes you
from the to-list if you are a recipient.

NOTE WRITE allows you to write your whole note without having to do your note
line by line. You can write out the whole note and edit it in one editor. 
 
~
0 BRANDISH QUAFF RECITE ZAP~
Syntax: brandish
Syntax: quaff    <potion>
Syntax: recite   <scroll> <target>
Syntax: zap      <target>
Syntax: zap

BRANDISH brandishes a magical staff.  QUAFF quaffs a magical potion (as opposed
to DRINK, which drinks mundane liquids).  RECITE recites a magical scroll; the
<target> is optional, depending on the nature of the scroll.  ZAP zaps a
magical wand at a target.  If the target is not specified, and you are fighting
someone, then that character is used for a target.

You must HOLD a wand or a staff before using BRANDISH or ZAP.

All of these commands use up their objects.  Potions and scrolls have a single
charge.  Wands and staves have multiple charges.  When a magical object has no
more charges, it will be consumed.
~
0 OPEN CLOSE LOCK UNLOCK PICK 'PICK LOCK'~
Syntax: open   <object|direction>
Syntax: close  <object|direction>
Syntax: lock   <object|direction>
Syntax: unlock <object|direction>
Syntax: pick   <object|direction>

OPEN and CLOSE open and close an object or a door.

LOCK and UNLOCK lock and unlock a closed object or door.  You must have
the requisite key to LOCK or UNLOCK.

PICK can open a lock without having the key.  In order to PICK successfully,
you must practice the appropriate skill.

Also see BASH for warriors.
~
0 DRINK~
&BSyntax: &Wdrink <object>
 
Drinking is very &Pimportant &Win this game, if you do not perhaps
you might die of &Pdehydration&W.  Remember always keep you fluids
up!
 
~
0 SACRIFICE~
&BSyntax: &Wsacrifice <object>
 
SACRIFICE offers an object to your God.  God may &Preward &Wyou for the 
sacrifice.  The nature of the reward &Pdepends &Wupon the type of object.
&RHint:&W God likes corpses.
 
~
0 FLEE~
&BSyntax: &Wflee
 
Once you start a fight, you can't just walk away from it.  If the fight
is not going well, you can &Pattempt&W to FLEE.  All this means is that instead
of fighting, you turn tail and haul ass.  Flee &Pdoes not always work&W and you
will lose experience for succeeding or failing for showing such cowardice.
 
~
0 BASH 'BASH DOOR'~
&BSyntax:&W bash <direction>
 
A powerful warrior can attempt to &Pbypass&W the intricacies of unlocking
and opening doors by simply BASHING through them.  This, of course,
tends to make the doors rather useless, which always amuses warriors.
Be aware, however, that bashing is a fairly &Paggressive&W action, and
some mobs don't take kindly to that type of behavior...
 
~
0 CHAMELEON 'CHAMELEON POWER'~
&BSyntax: &Wchameleon
 
With CHAMELEON POWER, a psionicist uses the power of his or her mind to &Pchange&W
the appearance and coloration of his or her body, armor, and equipment to
blend in with the surroundings.  This skill is only effective if the
psionicist remains &Pabsolutely still&W.
 
~
0 FOLLOW GROUP~
&BSyntax: &Wfollow <character>
&BSyntax: &Wgroup
&BSyntax: &Wgroup <character>
 
FOLLOW starts you following another character.  To stop following anyone else,
just FOLLOW <yourself>.
 
GROUP <character> makes someone who is following you a member of your group.
Group members share experience points from kills and may use the GTELL and
SPLIT commands.  If anyone in your group is attacked, you will automatically
join the fight.
 
If the <character> is already a member of your group, then GROUP will
kick out the <character> from your group.  Characters can also leave your
group by using a FOLLOW command to stop following you.
 
GROUP with no argument shows statistics for each character in your group.
 
&RNOTE:&W You may FOLLOW and GROUP only with characters who are within five levels of
your own.
 
~
0 HEIGHTEN 'HEIGHTEN SENSES'~
&BSyntax: &Wheighten
 
A psionicist is able to heighten there senses some times.  When they do this, 
they have the ability to &Pdetect&W things that would otherwise go unnoticed.  
So in other words, they become more &Palert&W, etc.
 
~
0 HIDE SNEAK VISIBLE~
&BSyntax: &WHIDE
&BSyntax: &WSNEAK
&BSyntax: &WVISIBLE
 
The skill hide, is used by a lot of thieves.  Many times they have to &Phide&W
when a storekeeper (or someone else they robbed), is chasing after them
calling for the police.  If done properly most people &Pcannot see you&W.
 
Sometimes you must also try to sneak out of a room when &Phiding&W.  If you
sneak &Pproperly&W, most people will not be able to see you and hear you when
you leave.
 
If you must become &Pvisible&W again, type visible and it &Pcancels&W you hiding and
sneaking. It also cancels almost any invisibility routine.
 
~
0 'POISON WEAPON'~
&BSyntax: &Wpoison <weapon>
 
With this skill, a thief can create a &Pdeadly&W poison that can be poured
onto any weapon, rendering it more deadly.  This skill is not easy,
however, because the poison itself requires &Pspecial ingredients&W, and the
thief must be steady of hand and clear of mind.  The profit-minded thief
(is there any other kind?) might even think about selling the products
of his or her labor to other adventurers for a tidy profit.
 
&RCaution:&W The poison is highly corrosive and will damage your weapon
in due time.  Special blades may be more resistant to the poison effects
on the steel.
 
~
0 PRACTICE~
&BSyntax: &WPRACTICE
&BSyntax: &WPRACTICE <skill|spell>
 
PRACTICE without an argument tells you your current ability level in all
the skills and spells available to you.  You can check this anywhere.
 
PRACTICE with an argument practices that skill or spell.  Your learning
percentage varies from 0% (unlearned) to a some maximum between 80% and 
100%, depending on your class.  You must be at a &PGUILDMASTER &Wto 
practice.
 
The higher your &Pintelligence&W, the more you will learn at each practice
session. The higher your &Pwisdom&W, the more practice sessions you will
have each time you gain a level.  Unused sessions are saved until you
do use them.
 
~
0 QUIT RENT SAVE~
&BSyntax:&W QUIT
&BSyntax:&W SAVE
 
SAVE saves your character and objects.  You must be at least second level to
save. The game will &Pauto-save&W your character every few minutes whether you
save or not.
 
&RNOTE: &WSome objects, such as keys and objects of higher level than you, 
may not be saved.
 
 
QUIT leaves the game. You may QUIT anywhere. When you return to the
game, you will find yourself in the room you last quit in.
 
QUIT automatically does a SAVE, so you can &Psafely &Wleave the game with just one
command. Nevertheless it's a good idea to SAVE before QUIT.  If you get into
the habit of using QUIT without SAVE, and then you play some other mud that
doesn't save before quitting, you're going to &Pregret &Wit
 
&RNOTE: &WThere is no RENT on this MUD.  Just SAVE and QUIT whenever you 
want to leave.
 
~
0 RECALL 'RECITE RECALL'~
Syntax: RECALL
Syntax: RECITE RECALL

RECALL prays to God for miraculous transportation from where you are back to
your Temple. RECITE RECALL works only when you have a scroll of recall,
and you must have practiced the appropriate skill for scrolls.

If you RECALL during combat, you will lose experience (more than for fleeing),
and you will have a chance of failing (again, more than for fleeing).

RECALL costs half of your movement points.

RECALL doesn't work in certain God-forsaken rooms.  Characters afflicted by a
curse will not recall at all.
~
0 SHADOW 'SHADOW FORM'~
Syntax: shadow

A psionicist can use his or her mind power to blend in with the shadows while 
moving, having the same effect as the thief skill SNEAK.  See also VISIBLE.
~
0 SPELLS~
Syntax: spells

This command shows the spell caster how much mana each spell he or she knows
will cost.

For a list of ALL available spells for your class, type SLIST.
~
0 SPLIT~
Syntax: SPLIT <amount>

SPLIT splits some gold between you and all the members of your
group who are in the same room as you.  It's customary to SPLIT
the gold after a kill.
~
0 STEAL~
&BSyntax:&W STEAL coins    <character>
&BSyntax:&W STEAL <object> <character>
 
Steal is the one skill that &Pdefines&W a person as a thief.  If you are
a thief most of your life revolves around this skill.  Thieves would
much rather &Ptake&W something from someone else, rather than earn it.
But what can you say?  They are thieves.
 
&RBeware: &WThere are penalties for using steal on other players.
~
0 TRAIN~
Syntax: train <'str'|'int'|'wis'|'dex'|'con'|'hp'|'mana'|'move'>

TRAIN increases one of your attributes.  When you start the game, your
character has standard attributes based on your class, and several
initial practice sessions.  You can increase your attributes by
using these practice sessions at a TRAINER (there are several in town).

It costs five practice to train an attribute, except that it costs
only three practice to train your prime attribute.

You may also train your hitpoints, mana points, and movement points.  Each
of these costs one practice session and gives a somewhat unpredictable gain.

The best attributes to train first are WIS and CON.  WIS gives you more
practice when you gain a level.  CON gives you more hit points.
In the long run, your character will be most powerful if you train
WIS and CON both to 18 before practising or training anything else.
~
0 WHERE~
Syntax: where
Syntax: where <character>

WHERE without an argument tells you the location of visible players in the same
area as you are.

WHERE with an argument tells you the location of one character with that name
within your area, including monsters.
~
54 ADVANCE~
Syntax: advance <character> <level>

ADVANCE sets a character's level to the specified value.  It is the
only way to create new immortal characters within the game.  ADVANCE
may also be used to demote characters.
~
54 TRUST~
Syntax: trust <character> <level>

TRUST sets a character's trust to the specified level.  This is similar to
advancing the character for accessing immortal commands, but has no effect
on combat strength, etc.  You can give more trust to mortal (or
immortal) characters to give them access to more power without messing up
the character.  You can also restrict a player's trust to less than their
natural level.

A trust of 0 means to use the character's natural level again.
~
53 ALLOW BAN~
Syntax: allow   <site>
Syntax: ban     <site>
Syntax: ban

BAN <site> prohibits players from that site from logging in.  BAN with
no arguments lists the banned sites.  ALLOW <site> removes a site from
the ban list.

The site ban test works by suffix comparison, so if you ban 'foo.edu',
all sites within 'foo.edu' are banned as well.

Site bans are not saved; every time the server is rebooted, the site
ban list is cleared.  
~
52 REBOOT SHUTDOWN WIZLOCK NEWLOCK NUMLOCK~
Syntax: reboot
Syntax: shutdown
Syntax: wizlock
Syntax: numlock <number>
Syntax: newlock

REBOOT shuts down the server.  When the normal 'startup' script is used
to control the server, a delay of sixty seconds will ensue (to allow
old connections to die), followed by a reboot.

SHUTDOWN shuts down the server and prevents the normal 'startup' script
from restarting it.

WIZLOCK is a toggle command.  When the server is WIZLOCKed, players
below level immortal without a special bit set may not log in.  Players who
lose their links, however, may reconnect.

NUMLOCK shows at which character level and below may not log in.

NUMLOCK <number> sets which character level and below MAY NOT log in.
Players level immortal and above with a special bit set MAY log in.
Players who lose their links, however, may reconnect.

NEWLOCK is a shortcut to NUMLOCK 1.  NEWLOCK will turn on numlock but
not turn off if currently set.
~
53 DENY DISCONNECT FREEZE~
Syntax: deny       <character>
Syntax: disconnect <character>
Syntax: freeze     <character>

DENY denies access to a particular player and throws them out of the game.
DENY is permanent (persists across reboots) and is not undoable from within the
game.  Only someone with access to the player files directory may repeal a
DENY by editing the appropriate player file.

DISCONNECT <character> immediately disconnects that character.

FREEZE <character> is a toggle which prevents a character from issuing any
commands at all.
~
53 FORCE~
Syntax: force <character> <command>
Syntax: force all <command>

FORCE forces one character to execute a command.

FORCE 'all' forces all player characters to execute a command.
This is typically used for 'force all save'.
~
52 LOG SNOOP~
Syntax: log   <character>
Syntax: log   all
Syntax: snoop <character>

LOG <character> causes all of a character's commands to be logged into
the server's log file.  Like FREEZE, it is a permanent character toggle.

Certain commands (PASSWORD) are protected against LOG.  Conversely, certain
commands (especially immortal commands) are always logged.

LOG ALL logs all character commands.  It is a server-wide toggle; it does not
persist across reboots.

SNOOP shows you a copy of all the input and output going to a character.
The character must have an open channel.  You may snoop more than one
character at a time.

SNOOP yourself to cancel all outstanding snoops.
~
52 MSET OSET RSET SSET~
Syntax: mset <character> <field> <value>
Syntax: oset <object>    <field> <value>
Syntax: rset <location>  <field> <value>
Syntax: sset <character> <skill> <value>
Syntax: sset <character> all     <value>

MSET, OSET, and RSET set the properties of mobiles, objects, and rooms,
respectively.  SSET sets a skill or spell level on a PC.  Do NOT sset
all on an immortal (including yourself) or that person will immediately
lose all immortal abilities.

There is currently no way to enter more than one line of text for a
string-valued option.  In this case, MSET <character> description is
not supported.
~
53 NOEMOTE NOTELL SILENCE~
Syntax: noemote <character>
Syntax: notell  <character>
Syntax: silence <character>

NOEMOTE, NOTELL, and SILENCE are used to muffle other characters, by
preventing them from emoting, telling, and using channels, respectively.
Characters who are no'telled will also not receive those forms of
communication.
~
52 MLOAD OLOAD~
Syntax: mload <vnum>
Syntax: oload <vnum>

MLOAD loads a mobile given its vnum (virtual number).  The vnum's are just
the #NNNN numbers that appear in world.obj.

OLOAD loads an object given its vnum.
~
53 PARDON~
Syntax: pardon <character> killer
Syntax: pardon <character> thief

PARDON pardons a player for their crimes.
~
53 PURGE~
Syntax: purge
Syntax: purge <character>

PURGE is used to clean up the world.  PURGE with no arguments removes all the
NPC's and objects in the current room.  PURGE with an argument purges one
character from anywhere in the world.

PURGE will not get rid of PC's.
~
53 RESTORE~
Syntax: restore <character>

RESTORE restores full hit points, mana points, and movement points to the
target character.
~
54 SSTIME~
Syntax: sstime
Syntax: sstime <field> <value>

This Directorship command sets the time of the warnings of shutdown and
the shutdown time.

SSTIME without an argument shows the time at which the fields are set.
~
53 SLAY~
Syntax: slay <character>

SLAY kills a character in cold blood, no saving throw.

SLAY bypasses auto actions such as AUTOLOOT and AUTOSAC.
~
53 TRANSFER~
Syntax: transfer <character>
Syntax: transfer all
Syntax: transfer <character> <location>
Syntax: transfer all         <location>

TRANSFER transfers the target character, or ALL player characters,
to your current location (default) or to a specified location.
~
53 USERS~
Syntax: users

USERS reports all of the visible users connected to the server, including users
in the process of logging in.  The two numbers inside brackets are the channel
number and the 'connected' state.  The 'connected' states are listed in merc.h:
0 is CON_PLAYING; non-zero values are various states of logging in.
~
53 WIZIFY~
Syntax: wizify <character>

WIZIFY toggles the wizbit flag of a character.  This enables the wizified
character to enter the game despite a WIZLOCK.
~
52 ECHO RECHO~
Syntax: echo  <message>
Syntax: recho <message>

ECHO sends a message to all players in the game, without any prefix
indicating who sent it.

RECHO sends a message to all players in your room, without any prefix
indicating who sent it.
~
52 MEMORY~
Syntax: memory

MEMORY reports the size of your mud.

The 'Mobs' and 'Objs' lines report the number of types of mobiles and objects,
not the number of instances currently in the game.

The 'Strings' line shows memory used by area-file strings.  These strings have
a maximum limit, which is also shown.

The 'Perms' line shows permanently allocated memory blocks.  There is no limit
on the number and size of these blocks.
~
52 MFIND OFIND~
Syntax: mfind <name>
Syntax: ofind <name>

MFIND finds all mobile types with a particular name.

OFIND finds all object types with a particular name.
~
52 MSTAT OSTAT RSTAT~
Syntax: mstat <character>
Syntax: ostat <object>
Syntax: rstat <location>
Syntax: rstat

MSTAT shows you statistics on a character.

OSTAT shows you statistics on an object.

RSTAT shows you statistics on a location. The location may be specified as
a vnum, as the name of a mobile, or as the name of an object.
~
52 OWHERE~
Syntax: owhere <object>

OWHERE shows you the locations of all objects with a perticular name.
~
52 MWHERE~
Syntax: mwhere <name>

MWHERE shows you the locations of all mobiles with a particular name.
~
52 PEACE~
Syntax: peace

PEACE causes all characters and mobiles in a room to stop fighting.
~
52 SLOOKUP~
Syntax: slookup <skill-or-spell>
Syntax: slookup all

SLOOKUP shows you the internal 'sn' and external 'slot' for the given skill
or spell.  The 'sn' is used for OSET and OSTAT.  The 'slot' is used for area
files.  Neither 'sn' nor 'slot' is used for player files; these operate with
the actual skill and spell names.

SLOOKUP ALL shows this information for all skills and spells.
~
52 SWITCH RETURN~
Syntax: switch <character>
Syntax: return

SWITCH switches you into the body of another character (who must not
already have a descriptor, e.g. you can't switch into a PC).

RETURN returns you to your original body.
~
51 AT~
Syntax: at <location> <command>

AT executes the given command (which may have arguments) at the given
location.  The location may be specified as a vnum, as the name of
a mobile, or as the name of an object.

AT works by temporarily moving you to that location, executing the
command, and then moving you back (if the command didn't change your
location).  Thus, AT will not work to private locations.
~
51 BAMFIN BAMFOUT~
Syntax: bamfin
Syntax: bamfin  <message>
Syntax: bamfout
Syntax: bamfout <message>

The standard messages for GOTO are 'arrives in a swirling mist' and
'leaves in a swirling mist'.  You can replace these messages with messages of
your own choosing using the BAMFIN and BAMFOUT commands.  Without arguments,
these reset the messages to their defaults.
~
51 GOTO~
Syntax: goto <location>

GOTO takes you to a location.  The location may be specified as a vnum,
as the name of a mobile, or as the name of an object.

You may not GOTO a room if it is PRIVATE and has two (or more) characters
already present, or if it is SOLITARY and has one (or more) characters
already present.
~
51 HOLYLIGHT WIZINVIS~
Syntax: holylight
Syntax: wizinvis

HOLYLIGHT is a toggle that allows you to see (almost) every character and
mobile in the game.  With holy light, you can see what's in the game more
easily.  Without holy light, you can see what mortal players see.

WIZINVIS is a toggle which makes you completely invisible to all player
characters of lower level than you, and to all mobiles.

HOLYLIGHT will not allow you to see immortal WIZINVIS characters who are
higher level than you.
~
50 IMMTALK :~
Syntax: immtalk <message>

IMMTALK sends a message to all immortals.  ':' is a synonym for IMMTALK.
~
0 'BURNING HANDS' 'COLOUR SPRAY' 'LIGHTNING BOLT'~
Syntax: cast 'acid blast'     <victim>
Syntax: cast 'burning hands'  <victim>
Syntax: cast 'colour spray'   <victim>
Syntax: cast 'fireball'       <victim>
Syntax: cast 'lightning bolt' <victim>
Syntax: cast 'magic missile'  <victim>
Syntax: cast 'shocking grasp' <victim>

These spells inflict damage on the victim.  The higher-level spells do
more damage.
~
0 ARMOR~
&BSyntax: &Wcast armor <character>
 
Armor is said to be a spell which deals with &Pmatter&W.  It is rumored
that when this spell is cast upon your armor, it reinforces it.
Thus making you &Pmore invulnerable&W to your enemies attacks.
~
0 BLESS~
Syntax: cast bless <character>

This spell improves the to-hit roll and saving throw versus spell of the
target character by +1 each.
~
0 BLIND BLINDNESS~
Syntax: cast blindness <victim>

This spell renders the target character blind.
~
0 'CALL LIGHTNING'~
Syntax: cast 'call lightning'

This spell works only out of doors, and only when the weather is bad.
It calls down lightning bolts from God.
~
0 'CAUSE LIGHT' 'CAUSE SERIOUS' 'CAUSE CRITICAL' HARM~
Syntax: cast 'cause light'    <victim>
Syntax: cast 'cause serious'  <victim>
Syntax: cast 'cause critical' <victim>
Syntax: cast harm             <victim>

These spells inflict damage on the victim.  The higher-level spells do
more damage.
~
51 'CHANGE SEX'~
Syntax: cast 'change sex' <victim>

This spell changes the sex of the victim (temporarily).
~
0 'CHARM PERSON'~
Syntax: cast 'charm person' <victim>

This spell, if successful, causes the victim to follow you and to take orders
from you.  Use ORDER to order your charmed followers.

You are responsible for the actions of your followers.  Conversely, other
people who attack your followers will be penalized as if they attacked you.
~
0 'CHILL TOUCH'~
Syntax: cast 'chill touch' <victim>

This spell inflicts damage on the victim and also reduces the victim's
strength by one.
~
0 'CONTINUAL LIGHT'~
Syntax: cast 'continual light'

This spell creates a ball of light, which you can hold as a light source.
The ball of light will last indefinitely.
~
0 'CONTROL WEATHER'~
Syntax: cast 'control weather' better
Syntax: cast 'control weather' worse

This spell makes the weather either better or worse.
~
0 'CREATE FOOD'~
Syntax: cast 'create food'

This spell creates a Magic Mushroom, which you or anyone else can eat.
~
0 'CREATE SPRING'~
Syntax: cast 'create spring'

This spell brings forth a magical spring from the ground, which has the
same properties as a fountain.
~
0 'CREATE WATER'~
Syntax: cast 'create water' <drink-container>

This spell replenishes a drink container with water.
~
0 'CURE BLINDNESS'~
Syntax: cast 'cure blindness' <character>

This spell cures blindness in one so unfortunate.
~
0 'CURE LIGHT' 'CURE SERIOUS' 'CURE CRITICAL' 'HEAL'
'PSYCHIC HEALING' 'COMPLETE HEALING'~
Syntax: cast 'cure light'       <character>
Syntax: cast 'cure serious'     <character>
Syntax: cast 'cure critical'    <character>
Syntax: cast 'heal'             <character>
Syntax: cast 'psychic healing'
Syntax: cast 'complete healing'

These spells cure damage on the target character.  The higher-level spells
heal more damage.  The Psionicist disciplines, like many other skills, are
limited to the psionicist alone.
~
0 'CURE POISON'~
Syntax: cast 'cure poison' <character>

This spell cures poison in one so unfortunate.
~
0 CURSE~
Syntax: cast 'curse' <character>

This spell reduces the character's to-hit roll by 1 and save versus spells
by 1.  It also renders the character unclean in the eyes of God and
unable to RECALL.
~
0 'DETECT EVIL'~
Syntax: cast 'detect evil'

This spell enables the caster to detect evil characters, which will
reveal a characteristic red aura.
~
0 'DETECT HIDDEN'~
Syntax: cast 'detect hidden'

This spell enables the caster to detect hidden creatures.
~
0 'DETECT INVIS'~
Syntax: cast 'detect invis'

This spell enables the caster to detect invisible objects and characters.
~
0 'DETECT MAGIC'~
Syntax: cast 'detect magic'

This spell enables the caster to detect magical objects.
~
0 'DETECT POISON'~
Syntax: cast 'detect poison' <object>

This spell detects the presence of poison in food or drink.
~
0 'DISPEL EVIL'~
Syntax: cast 'dispel evil' <victim>

This spell invokes the wrath of God on an evil victim.
~
0 'DISPEL MAGIC'~
Syntax: cast 'dispel magic' <character>

This spell dispels magical affects on a character.  It may be used as
an offensive spell to remove an enemy's magical advantages, or as a
benign spell to remove a friend's (or one's own) magical handicaps.
~
0 EARTHQUAKE~
Syntax: cast 'earthquake'

This spell inflicts damage on every enemy character in the room.
Beware that other characters who are not yet fighting may attack
you as a result!
~
0 'ENCHANT WEAPON'~
Syntax: cast 'enchant weapon' <weapon>

This spell magically enchants a weapon, increasing its to-hit and to-dam
bonuses.  The weapon must be un-magical to start with.  This spell also
causes the weapon to be aligned with the alignment with the caster.
~
0 'ENERGY DRAIN'~
Syntax: cast 'energy drain' <victim>

This spell saps the experience points, mana, and movement points of its
target.
~
0 'FAERIE FIRE'~
Syntax: cast 'faerie fire' <victim>

This spell increases (makes worse) the armor class of its victim.  For each
level of the caster, the victim's armor class is increased by two points.
~
0 'FAERIE FOG'~
Syntax: cast 'faerie fog'

This spell reveals all manner of invisible, hidden, and sneaking creatures in
the same room as you.
~
0 FLAMESTRIKE~
Syntax: cast 'flamestrike' <victim>

This spell inflicts damage on the victim.
~
0 FLY LEVITATION~
Syntax: cast 'fly'        <character>
Syntax: cast 'levitation' <character>

These spells enable the target character to fly or levitate.
~
51 GATE~
Syntax: cast gate

This spell gates in a guardian vampire.  Player characters don't have much use
for it, but high demons, and guardian vampires themselves, like it a lot.
~
0 'GIANT STRENGTH' 'ENHANCED STRENGTH'~
Syntax: cast 'giant strength'    <character>
Syntax: cast 'enhanced strength'

These spells increase the strength of the target character.  The Psionicist
discipline is caster-only.
~
0 IDENTIFY~
Syntax: cast identify <object>

This spell reveals information about the object.
~
0 INFRAVISION~
Syntax: cast infravision <character>

This spell enables the target character to see in the dark.
~
0 INVIS 'MASS INVIS'~
Syntax: cast invis <character>
Syntax: cast 'mass invis'

The INVIS spell makes the target character invisible.  Invisible characters
will become visible when they attack.

The MASS INVIS spell makes all characters in the caster's group invisible,
including the caster.
~
0 'KNOW ALIGNMENT' 'AURA SIGHT'~
Syntax: cast 'know alignment' <character>
Syntax: cast 'aura sight'     <character>

These spells reveal the alignment of the target character.
~
0 'LOCATE OBJECT'~
Syntax: cast 'locate object' <name>

This spell reveals the location of all objects with the given name.
~
0 'PASS DOOR' 'ECTOPLASMIC FORM' 'ETHEREAL MIST'~
Syntax: cast 'pass door'
Syntax: cast 'ectoplasmic form'
Syntax: cast 'ethereal mist'

These spells enable the caster to pass through closed doors.
~
0 POISON~
Syntax: cast poison <victim>

This spell reduces the strength of the victim by two, as well as reducing the
victim's regeneration rate.
~
0 PROTECTION SANCTUARY~
Syntax: cast protection
Syntax: cast sanctuary  <character>

The PROTECTION spell reduces the damage taken from any attack by an evil
creature by one quarter.

The SANCTUARY spell reduces the damage taken by the character from any attack
by one half.

These spells may be used simultaneously for cumulative effect.
~
0 REFRESH~
Syntax: cast refresh <character>

This spell refreshes the movement points of a character who is out of movement
points.
~
0 'REMOVE CURSE'~
Syntax: cast 'remove curse' <character>

This spell removes a curse from a character.

If the target character is wearing a noremove item, the item will be
automatically expelled from the body.
~
0 SHIELD 'STONE SKIN'~
Syntax: cast shield
Syntax: cast 'stone skin'

These spells protect the caster by decreasing (improving) the caster's armor
class.  SHIELD provides 20 points of armor.  STONE SKIN provides 40 points of
armor.
~
0 'SLEEP SPELL'~
Syntax: cast sleep <victim>

This spell puts its victim to sleep.
~
0 SUMMON~
Syntax: cast summon <character>

This spell summons a character from anywhere else in your zone into your room.
Characters who are fighting may not be summoned.
~
0 TELEPORT~
Syntax: cast <teleport>

This spell takes you from your current location to a random location somewhere
in the world.
~
